answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
A,681d9fe8e17001cc020a0c6a80f97eeb,"[{'label': 'A', 'text': 'new realization'}, {'label': 'B', 'text': 'disappointment'}, {'label': 'C', 'text': 'wanting more'}, {'label': 'D', 'text': 'joy'}, {'label': 'E', 'text': 'heat wave'}]",If you believe something but then you begin getting and understanding new information you may come to a what?,new realization,disappointment,wanting more,joy,heat wave,0
E,e440c72b49b7e849097c7b84941f757d,"[{'label': 'A', 'text': 'back and'}, {'label': 'B', 'text': 'reverse'}, {'label': 'C', 'text': 'tally back'}, {'label': 'D', 'text': 'backwards'}, {'label': 'E', 'text': 'back and'}]","A common saying, Sam thought, was to go forth, also this.",back and,reverse,tally back,backwards,back and,4
B,8f9390dc895f036c0af6c0b0c0fb4d2e,"[{'label': 'A', 'text': 'home'}, {'label': 'B', 'text': 'back pocket'}, {'label': 'C', 'text': 'meeting'}, {'label': 'D', 'text': 'school'}, {'label': 'E', 'text': 'drug store'}]",Where can you store a small notepad on your person?,home,back pocket,meeting,school,drug store,1
D,6634865fbcf5918f270f51266471a005,"[{'label': 'A', 'text': 'keep busy'}, {'label': 'B', 'text': 'desire to advance'}, {'label': 'C', 'text': 'try harder'}, {'label': 'D', 'text': 'labor in vain'}, {'label': 'E', 'text': 'case things'}]",A worker who never makes much money or status will what?,keep busy,desire to advance,try harder,labor in vain,case things,3
E,3f41bd19d272e4745b6a64b76387c887,"[{'label': 'A', 'text': 'listening'}, {'label': 'B', 'text': 'learning'}, {'label': 'C', 'text': 'falling asleep'}, {'label': 'D', 'text': 'fall asleep'}, {'label': 'E', 'text': 'take notes'}]",While attending a lecture what should be done in the auditorium?,listening,learning,falling asleep,fall asleep,take notes,4
E,c426a4e09b06be1548217f72eda98e14,"[{'label': 'A', 'text': 'police station'}, {'label': 'B', 'text': 'river'}, {'label': 'C', 'text': ""police officer's belt""}, {'label': 'D', 'text': 'war'}, {'label': 'E', 'text': 'pants'}]","The robber wanted to conceal his pistol, where did he put it?",police station,river,police officer's belt,war,pants,4
D,1bbebcd310f5bdad635ecb749737fb9c,"[{'label': 'A', 'text': 'go to movie'}, {'label': 'B', 'text': 'stand in line'}, {'label': 'C', 'text': 'EMPTY, DO NOT CHOOSE'}, {'label': 'D', 'text': 'wait in line'}, {'label': 'E', 'text': 'pretend'}]","They had heard it was a good movie, so even though it was going to be packed the still decided to what?",go to movie,stand in line,"EMPTY, DO NOT CHOOSE",wait in line,pretend,3
D,12c730f8e573ca3c36cf4603dbdc6181,"[{'label': 'A', 'text': 'getting drunk'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'catching fish'}, {'label': 'D', 'text': 'wet clothes'}, {'label': 'E', 'text': 'anger'}]",What happens to someone wading while fishing?,getting drunk,happiness,catching fish,wet clothes,anger,3
C,3a6140e475cbbd3ee1da5ba9a6953597,"[{'label': 'A', 'text': 'encyclopedia'}, {'label': 'B', 'text': 'table'}, {'label': 'C', 'text': 'library'}, {'label': 'D', 'text': 'classroom'}, {'label': 'E', 'text': 'shelf'}]","The student didn't have a dictionary at the dorm, so the student went where?",encyclopedia,table,library,classroom,shelf,2
C,375c67436bd34a591775e3d420b0c2b1,"[{'label': 'A', 'text': 'prison'}, {'label': 'B', 'text': 'supply drugs'}, {'label': 'C', 'text': 'nightclub'}, {'label': 'D', 'text': 'sell drugs'}, {'label': 'E', 'text': 'jail'}]",Where does a drug dealer like to hang out?,prison,supply drugs,nightclub,sell drugs,jail,2
B,6b84036a12318b958bbbf977c181a1be,"[{'label': 'A', 'text': 'band'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'college'}, {'label': 'D', 'text': 'moving truck'}, {'label': 'E', 'text': 'living room'}]",Where can you find an upright piano in a building that you live in?,band,house,college,moving truck,living room,1
E,b70861a9c42e4d0d3a28071be5bfc9de,"[{'label': 'A', 'text': 'mouth'}, {'label': 'B', 'text': 'hospital'}, {'label': 'C', 'text': 'spread disease'}, {'label': 'D', 'text': 'water'}, {'label': 'E', 'text': 'doctor'}]","Everybody learns about germs in school, but if you want an expert talk to a what?",mouth,hospital,spread disease,water,doctor,4
B,3bfb6af8f5069efb06c492a11a1db38a,"[{'label': 'A', 'text': 'knowledge of music'}, {'label': 'B', 'text': 'practice'}, {'label': 'C', 'text': 'skill'}, {'label': 'D', 'text': 'dexterity'}, {'label': 'E', 'text': 'candy'}]",To become great at fiddling you need lots of?,knowledge of music,practice,skill,dexterity,candy,1
B,cc7992d64d2cd04eeb3e0a5168037e87,"[{'label': 'A', 'text': 'bus stop'}, {'label': 'B', 'text': 'wedding'}, {'label': 'C', 'text': 'crowd'}, {'label': 'D', 'text': 'convention'}, {'label': 'E', 'text': 'supermarket'}]",What sort of life event might draw a large crowd of people together to celebrate?,bus stop,wedding,crowd,convention,supermarket,1
A,74182c3cf09fdd736cfff94c131070d6,"[{'label': 'A', 'text': 'golf course'}, {'label': 'B', 'text': 'notebook paper'}, {'label': 'C', 'text': 'swiss cheese'}, {'label': 'D', 'text': 'doughnut'}, {'label': 'E', 'text': 'bagel'}]",Billy tried to find the hole but he could not.  He scoured the place many times searching.  What might he have scoured?,golf course,notebook paper,swiss cheese,doughnut,bagel,0
C,3baeaad2a086a01163a3843487ea1039,"[{'label': 'A', 'text': 'rain'}, {'label': 'B', 'text': 'weather report'}, {'label': 'C', 'text': 'tropics'}, {'label': 'D', 'text': 'summer'}, {'label': 'E', 'text': 'america'}]",Where is known for powerful storms from the ocean?,rain,weather report,tropics,summer,america,2
C,14f07dee643a0cef58fac2a49fdd3365,"[{'label': 'A', 'text': 'boredom'}, {'label': 'B', 'text': 'lenthy'}, {'label': 'C', 'text': 'being late'}, {'label': 'D', 'text': 'have time to think'}, {'label': 'E', 'text': 'time consuming'}]",If you're waiting for traffic for a long time you might be what arriving to work?,boredom,lenthy,being late,have time to think,time consuming,2
C,b36673a5de8bbdac5080ec803bb49abd,"[{'label': 'A', 'text': 'north carolina'}, {'label': 'B', 'text': 'fish market'}, {'label': 'C', 'text': 'sandy beach'}, {'label': 'D', 'text': 'sand dunes'}, {'label': 'E', 'text': 'eastern coast'}]",Where should watch to avoid being pinched by a crab?,north carolina,fish market,sandy beach,sand dunes,eastern coast,2
E,5d1cb81bd8bd0c44f961044c6aab4431,"[{'label': 'A', 'text': 'live lives'}, {'label': 'B', 'text': 'need to eat'}, {'label': 'C', 'text': 'feel pain'}, {'label': 'D', 'text': 'are territorial'}, {'label': 'E', 'text': 'fight each other'}]","Animals can be very primal, sometimes to prove themselves they what?",live lives,need to eat,feel pain,are territorial,fight each other,4
E,53d5390732d64262f2ec0aafedb551f6,"[{'label': 'A', 'text': 'shop'}, {'label': 'B', 'text': 'grocery'}, {'label': 'C', 'text': 'museum'}, {'label': 'D', 'text': 'airport'}, {'label': 'E', 'text': 'disneyland'}]",Where is the gift shop that you would buy a mickey mouse at?,shop,grocery,museum,airport,disneyland,4
B,1ecdde968ab42d77d4c9882964f299c9,"[{'label': 'A', 'text': 'drawer'}, {'label': 'B', 'text': 'garage'}, {'label': 'C', 'text': 'dentist'}, {'label': 'D', 'text': 'repair shop'}, {'label': 'E', 'text': ""neighbor's house""}]",You often keep tools in a box in your?,drawer,garage,dentist,repair shop,neighbor's house,1
A,bddf2a20ad8149bfd4a262382e9371a5,"[{'label': 'A', 'text': 'hate'}, {'label': 'B', 'text': 'get killed'}, {'label': 'C', 'text': 'sporting event'}, {'label': 'D', 'text': 'murder'}, {'label': 'E', 'text': 'feel remorse'}]",Why do people go about killing people ?,hate,get killed,sporting event,murder,feel remorse,0
B,3f364fbe49af73ad51081d868f8f0dd0,"[{'label': 'A', 'text': 'bench'}, {'label': 'B', 'text': 'classroom'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'notebook'}, {'label': 'E', 'text': 'conference'}]","If you get your paper back marked with corrections, where are you?",bench,classroom,cabinet,notebook,conference,1
A,c94532cc18d63217ce636ffe2d83846c,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'table'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'kitchen cupboard'}, {'label': 'E', 'text': 'banquet'}]",Where is a dinner sometimes sold as a plate?,restaurant,table,cabinet,kitchen cupboard,banquet,0
A,b6d6a3a7651f0e67c27bcb7493d85529,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'liquor'}, {'label': 'C', 'text': 'cabinet'}, {'label': 'D', 'text': 'bar'}, {'label': 'E', 'text': 'living room'}]",Where are there often multiple personal televisions?,house,liquor,cabinet,bar,living room,0
D,4f42203d7d08cac13514e28e68490fdb,"[{'label': 'A', 'text': 'movie theatre'}, {'label': 'B', 'text': 'on the tables'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'offices'}, {'label': 'E', 'text': 'car'}]","The employees were complaining about lack of air conditioning, so where did the boss decide to install it?",movie theatre,on the tables,house,offices,car,3
E,c02296806ab93f87424d1990013fc0cf,"[{'label': 'A', 'text': 'write music'}, {'label': 'B', 'text': 'marching band'}, {'label': 'C', 'text': 'music shop'}, {'label': 'D', 'text': 'orchestra'}, {'label': 'E', 'text': 'bass guitar'}]","A skill he has was being able to string bass, what else could he likely do?",write music,marching band,music shop,orchestra,bass guitar,4
A,46d41c87c81a56452b7d0ccea2f8d137,"[{'label': 'A', 'text': 'aircraft carrier'}, {'label': 'B', 'text': 'graveyard'}, {'label': 'C', 'text': 'war'}, {'label': 'D', 'text': 'sky'}, {'label': 'E', 'text': 'crash'}]",Where could you find some airplanes that are not being used?,aircraft carrier,graveyard,war,sky,crash,0
B,fe0ea083448c9749c3897d7ac9f84a84,"[{'label': 'A', 'text': 'look beautiful'}, {'label': 'B', 'text': 'intellectual stimulation'}, {'label': 'C', 'text': 'own house'}, {'label': 'D', 'text': 'swimming lessons'}, {'label': 'E', 'text': 'time to rest'}]","The person was bored by the remedial math class, what did he want out of the class?",look beautiful,intellectual stimulation,own house,swimming lessons,time to rest,1
B,d0647d8b8ead25c48e726729c76924b3,"[{'label': 'A', 'text': 'stationary'}, {'label': 'B', 'text': 'classroom'}, {'label': 'C', 'text': 'purse'}, {'label': 'D', 'text': ""writer's hand""}, {'label': 'E', 'text': 'pocket'}]",Where would you need to use a writing instrument?,stationary,classroom,purse,writer's hand,pocket,1
E,02eaec2669c019e5c8cf0164d9273d5c,"[{'label': 'A', 'text': 'look around'}, {'label': 'B', 'text': 'change of surroundings'}, {'label': 'C', 'text': 'new experience'}, {'label': 'D', 'text': 'new friends'}, {'label': 'E', 'text': 'interesting'}]",When you see new people move in next door you might find it what?,look around,change of surroundings,new experience,new friends,interesting,4
D,b16d4f88d72e189b56f98d39c850d74a,"[{'label': 'A', 'text': 'research laboratory'}, {'label': 'B', 'text': 'playful mood'}, {'label': 'C', 'text': 'canada'}, {'label': 'D', 'text': 'rain forest'}, {'label': 'E', 'text': 'south africa'}]",A monkey is native to what place that usually has no people?,research laboratory,playful mood,canada,rain forest,south africa,3
D,7e6a89d44a2232c5df252981bc08de06,"[{'label': 'A', 'text': 'pride'}, {'label': 'B', 'text': 'pleasure'}, {'label': 'C', 'text': 'communication'}, {'label': 'D', 'text': 'controversy'}, {'label': 'E', 'text': 'recognition'}]",What is a negative effect of creating art?,pride,pleasure,communication,controversy,recognition,3
D,d365ed78590354f1bda41068fa5cae27,"[{'label': 'A', 'text': 'action'}, {'label': 'B', 'text': 'deciding'}, {'label': 'C', 'text': 'thinking'}, {'label': 'D', 'text': 'discovery'}, {'label': 'E', 'text': 'reflection'}]","The student was contemplating the problem, that's when he made the what that led him to the answer?",action,deciding,thinking,discovery,reflection,3
A,d3f701888357e79594448397ca7bbc8e,"[{'label': 'A', 'text': 'spending money'}, {'label': 'B', 'text': 'wealth'}, {'label': 'C', 'text': 'debt'}, {'label': 'D', 'text': 'agony'}, {'label': 'E', 'text': 'pleasure'}]","He brought his wallet with him, this was because buying products means what?",spending money,wealth,debt,agony,pleasure,0
C,4befa0cc1340dbeb72aeeeec9a48b467,"[{'label': 'A', 'text': 'disneyland'}, {'label': 'B', 'text': 'cabinet'}, {'label': 'C', 'text': 'movie'}, {'label': 'D', 'text': 'drawer'}, {'label': 'E', 'text': 'microwave'}]","John likes Disney films and there was nothing good on, so he decided to see what?",disneyland,cabinet,movie,drawer,microwave,2
B,f1d453496e46701129ac14a68994996a,"[{'label': 'A', 'text': 'aches and pains'}, {'label': 'B', 'text': 'blood'}, {'label': 'C', 'text': 'bruises'}, {'label': 'D', 'text': 'wins'}, {'label': 'E', 'text': 'erections'}]",If you break someone's nose while wrestling what will come out of it?,aches and pains,blood,bruises,wins,erections,1
E,26da44af2aa9bb1368c2d5c6aea32c92,"[{'label': 'A', 'text': 'listen'}, {'label': 'B', 'text': 'skate'}, {'label': 'C', 'text': 'play piano'}, {'label': 'D', 'text': 'have fun'}, {'label': 'E', 'text': 'fiddle'}]",What could you use to play music?,listen,skate,play piano,have fun,fiddle,4
C,229c48e7954406ac0e5136ff1121c418,"[{'label': 'A', 'text': 'airport'}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'museum'}, {'label': 'D', 'text': 'restaurant'}, {'label': 'E', 'text': 'EMPTY, DO NOT CHOOSE'}]","After seeing all the dinosaur exhibits the child wanted a dinosaur toy, so the family stopped at the gift shop on the way out of the what?",airport,hotel,museum,restaurant,"EMPTY, DO NOT CHOOSE",2
E,8a1d2873a2d48c075954ee880ce9f39d,"[{'label': 'A', 'text': 'joy'}, {'label': 'B', 'text': 'interesting experiences'}, {'label': 'C', 'text': 'feel pleasure'}, {'label': 'D', 'text': 'compliments'}, {'label': 'E', 'text': 'look attractive'}]","A person is putting on makeup, what is their likely goal?",joy,interesting experiences,feel pleasure,compliments,look attractive,4
B,0dc04636c02bb803f9d3cdbd0bc18069,"[{'label': 'A', 'text': 'drawer'}, {'label': 'B', 'text': 'office supply store'}, {'label': 'C', 'text': 'pocket'}, {'label': 'D', 'text': 'briefcase'}, {'label': 'E', 'text': 'desk'}]",Where would you get a marker if you do not have one?,drawer,office supply store,pocket,briefcase,desk,1
A,9710d39439e42bb9cbb65c3fe4ff4a41,"[{'label': 'A', 'text': 'clean'}, {'label': 'B', 'text': 'healthy'}, {'label': 'C', 'text': 'open mouth'}, {'label': 'D', 'text': 'prepare'}, {'label': 'E', 'text': 'nutrition'}]",What type of eating do people want to achieve when they eat vegetables?,clean,healthy,open mouth,prepare,nutrition,0
C,b2ebe8d330edb1994eea91aebea5d072,"[{'label': 'A', 'text': 'being found out'}, {'label': 'B', 'text': 'hurt feelings'}, {'label': 'C', 'text': 'trouble'}, {'label': 'D', 'text': 'confusion'}, {'label': 'E', 'text': 'being fired'}]",Sahmbi was  lying about the fugitive's location.  He was lying because he wanted to avoid legal what?,being found out,hurt feelings,trouble,confusion,being fired,2
E,a21a32663cbabfbeb7721f62bea3916c,"[{'label': 'A', 'text': 'answer question'}, {'label': 'B', 'text': 'think for himself'}, {'label': 'C', 'text': 'speak a foreign language'}, {'label': 'D', 'text': 'cross road'}, {'label': 'E', 'text': 'wait in line'}]",What must elementary school students do when they are going into class?,answer question,think for himself,speak a foreign language,cross road,wait in line,4
A,5d76eb9ff9e82aa4725c3630673dd95d,"[{'label': 'A', 'text': 'pocket'}, {'label': 'B', 'text': 'garbage bag'}, {'label': 'C', 'text': 'fishing boat'}, {'label': 'D', 'text': 'table'}, {'label': 'E', 'text': 'kitchen drawer'}]",Where would you carry a small folding knife?,pocket,garbage bag,fishing boat,table,kitchen drawer,0
E,40dfa91aa19d2a5d189140bc472e5d06,"[{'label': 'A', 'text': 'crash'}, {'label': 'B', 'text': 'enable'}, {'label': 'C', 'text': 'help people'}, {'label': 'D', 'text': 'do work'}, {'label': 'E', 'text': 'networked'}]","Computers were important in John's work, but they were useless if they weren't what?",crash,enable,help people,do work,networked,4
E,2f5931a4a3dceed0d8a04d2de0c14cab,"[{'label': 'A', 'text': 'closet'}, {'label': 'B', 'text': 'studio'}, {'label': 'C', 'text': 'music shop'}, {'label': 'D', 'text': 'at funeral place'}, {'label': 'E', 'text': 'house'}]",Where might a person play an acoustic guitar at a birthday party?,closet,studio,music shop,at funeral place,house,4
A,ee9f2192e73c377c1b4e53b7a5e63a7a,"[{'label': 'A', 'text': 'headaches'}, {'label': 'B', 'text': 'riots'}, {'label': 'C', 'text': 'intimacy'}, {'label': 'D', 'text': 'nausea'}, {'label': 'E', 'text': 'drinking'}]",Celebrating with too many drinks will lead to what kind of pain the next morning?,headaches,riots,intimacy,nausea,drinking,0
E,d2796fe4c7809b521a8a2f5f2053bcdc,"[{'label': 'A', 'text': 'die'}, {'label': 'B', 'text': 'arrive there'}, {'label': 'C', 'text': 'rose bush'}, {'label': 'D', 'text': 'go back'}, {'label': 'E', 'text': 'fart'}]",What can cause someone to want to go somewhere else because it's so smelly?,die,arrive there,rose bush,go back,fart,4
A,01071d55e0e78177f9014cb940b2077a,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'venue'}, {'label': 'C', 'text': 'fairgrounds'}, {'label': 'D', 'text': 'train station'}, {'label': 'E', 'text': 'bank'}]","If I have to pass through a ticket booth to ride a roller coaster, where am I likely?",amusement park,venue,fairgrounds,train station,bank,0
A,806705ca6cf2ea5501fc2d9df6ba49de,"[{'label': 'A', 'text': 'inspiration'}, {'label': 'B', 'text': 'answers'}, {'label': 'C', 'text': 'cell phone'}, {'label': 'D', 'text': 'fun'}, {'label': 'E', 'text': 'agreement'}]",Why does someone engage in chatting with friends when they want to workout?,inspiration,answers,cell phone,fun,agreement,0
A,7fa4e9f9d5c1d2a071388428c3aa8186,"[{'label': 'A', 'text': 'inspiration'}, {'label': 'B', 'text': 'crying'}, {'label': 'C', 'text': 'trauma'}, {'label': 'D', 'text': 'problems'}, {'label': 'E', 'text': 'nightmares'}]",Remembering past successe is likely to cause what?,inspiration,crying,trauma,problems,nightmares,0
B,32e1fe8be30a609e762b22186cc3ab9f,"[{'label': 'A', 'text': 'difficult for students'}, {'label': 'B', 'text': 'interesting'}, {'label': 'C', 'text': 'class'}, {'label': 'D', 'text': 'class'}, {'label': 'E', 'text': 'fun'}]",Math competitions are for those who enjoy the subject or find it what?,difficult for students,interesting,class,class,fun,1
B,bf3e136e6ff13486d10ad719d0692757,"[{'label': 'A', 'text': 'discovery'}, {'label': 'B', 'text': 'math'}, {'label': 'C', 'text': 'arts'}, {'label': 'D', 'text': 'astronomy'}, {'label': 'E', 'text': 'faith'}]",Science is a difficult subject.  What's a purer subject?,discovery,math,arts,astronomy,faith,1
A,ee37451a678efe040dc43dda4e2834c4,"[{'label': 'A', 'text': 'falling down'}, {'label': 'B', 'text': 'injury'}, {'label': 'C', 'text': 'injuries'}, {'label': 'D', 'text': 'move fast'}, {'label': 'E', 'text': 'hit people'}]",If a person loses their balance while on roller skating and can't recover what happened to them?,falling down,injury,injuries,move fast,hit people,0
E,74f4ced9551c740435a0a865a926741d,"[{'label': 'A', 'text': 'inclined'}, {'label': 'B', 'text': 'recycled'}, {'label': 'C', 'text': 'avid'}, {'label': 'D', 'text': 'enthusiastic'}, {'label': 'E', 'text': 'disposed'}]","The agent of change had a loath feeling for the king, he would set for a plan to have him what?",inclined,recycled,avid,enthusiastic,disposed,4
D,59857e4749068389da0978f9901d4080,"[{'label': 'A', 'text': 'busy city'}, {'label': 'B', 'text': 'maps'}, {'label': 'C', 'text': 'street'}, {'label': 'D', 'text': 'city centre'}, {'label': 'E', 'text': 'portland'}]",Where can you go to thousands of bus station?,busy city,maps,street,city centre,portland,3
E,967aab3fecc6bb522dda6443e0cb0b5c,"[{'label': 'A', 'text': 'drawer'}, {'label': 'B', 'text': 'cabinet'}, {'label': 'C', 'text': 'desk'}, {'label': 'D', 'text': 'wallet'}, {'label': 'E', 'text': 'suitcase'}]",Where could you keep you stamps while traveling?,drawer,cabinet,desk,wallet,suitcase,4
C,91f17d513db1d9c9c50889524cca109a,"[{'label': 'A', 'text': 'sweating'}, {'label': 'B', 'text': 'excitement'}, {'label': 'C', 'text': 'anger'}, {'label': 'D', 'text': 'getting tired'}, {'label': 'E', 'text': 'work out'}]",What does someone feel when they lose playing soccer?,sweating,excitement,anger,getting tired,work out,2
D,506c4da798d8b09d96a5847829c9656b,"[{'label': 'A', 'text': 'bad'}, {'label': 'B', 'text': 'overweight'}, {'label': 'C', 'text': 'hideous'}, {'label': 'D', 'text': 'ugly'}, {'label': 'E', 'text': 'average'}]","Sally isn't beautiful.  She looks okay, just plain. But she doesn't think so. She has image issues and thinks that she's what?",bad,overweight,hideous,ugly,average,3
B,2fbd120310f4d8938c0569927b61eb2f,"[{'label': 'A', 'text': 'dark'}, {'label': 'B', 'text': 'church'}, {'label': 'C', 'text': 'bar'}, {'label': 'D', 'text': 'birthday cake'}, {'label': 'E', 'text': 'shelf'}]",What place of worship often has a lot of candles?,dark,church,bar,birthday cake,shelf,1
C,acfb18f1dc7a65b8d211e9bc543aedcb,"[{'label': 'A', 'text': 'believe in god'}, {'label': 'B', 'text': 'cook food'}, {'label': 'C', 'text': 'share food'}, {'label': 'D', 'text': 'demand justice'}, {'label': 'E', 'text': 'talk to each other'}]",When people get together for a potluck what do they do?,believe in god,cook food,share food,demand justice,talk to each other,2
D,747b278f605da7c7c484d3ad4d5247f0,"[{'label': 'A', 'text': 'florida keys'}, {'label': 'B', 'text': 'flower bed'}, {'label': 'C', 'text': 'intertidal zone'}, {'label': 'D', 'text': 'coral sea'}, {'label': 'E', 'text': 'cool'}]",Many sea anemones live in what group of tiny marine animals?,florida keys,flower bed,intertidal zone,coral sea,cool,3
A,9346a2dd38cdd1346b25884c18d3d4c6,"[{'label': 'A', 'text': 'inspiration'}, {'label': 'B', 'text': 'knowing more'}, {'label': 'C', 'text': 'dreams'}, {'label': 'D', 'text': 'more intelligence'}, {'label': 'E', 'text': 'understanding'}]","After studying many self-help books, what did he feel in his heart?",inspiration,knowing more,dreams,more intelligence,understanding,0
E,613915473ca15b918ceba3624d9d02ad,"[{'label': 'A', 'text': 'newspaper'}, {'label': 'B', 'text': 'mouth'}, {'label': 'C', 'text': 'in the package'}, {'label': 'D', 'text': 'sentence'}, {'label': 'E', 'text': 'books'}]",Where is a good place to find a lot of fictional words?,newspaper,mouth,in the package,sentence,books,4
B,48a269b95b2fd3f8402087c3ad0e0af0,"[{'label': 'A', 'text': 'sit down'}, {'label': 'B', 'text': 'play sports'}, {'label': 'C', 'text': 'play with toys'}, {'label': 'D', 'text': 'watch tv'}, {'label': 'E', 'text': 'throw things'}]",What are children in uniforms and helmets about to do?,sit down,play sports,play with toys,watch tv,throw things,1
E,b567f7780bd62342a2f301137bd54bcb,"[{'label': 'A', 'text': 'action'}, {'label': 'B', 'text': 'pride'}, {'label': 'C', 'text': 'fear'}, {'label': 'D', 'text': 'butterflies'}, {'label': 'E', 'text': 'injury'}]",While performing she fell off the stage causing what?,action,pride,fear,butterflies,injury,4
A,c60a1b35b156ddac8116974818ee54a1,"[{'label': 'A', 'text': 'school building'}, {'label': 'B', 'text': 'skyscraper'}, {'label': 'C', 'text': 'hallway'}, {'label': 'D', 'text': 'city'}, {'label': 'E', 'text': 'work'}]",Where is the principal's office?,school building,skyscraper,hallway,city,work,0
D,13a1f3e6dce74a4c4e69210ad4266541,"[{'label': 'A', 'text': 'coming home'}, {'label': 'B', 'text': 'write letter'}, {'label': 'C', 'text': 'rely on'}, {'label': 'D', 'text': 'keep secret'}, {'label': 'E', 'text': 'count on'}]",What will a friend do for you?,coming home,write letter,rely on,keep secret,count on,3
E,47fc2ed595f440a91cdf713a5fa0fd81,"[{'label': 'A', 'text': 'ground'}, {'label': 'B', 'text': 'forrest'}, {'label': 'C', 'text': 'cactus'}, {'label': 'D', 'text': 'compost pile'}, {'label': 'E', 'text': 'floral arrangement'}]",What is a leaf pulled off of?,ground,forrest,cactus,compost pile,floral arrangement,4
C,975047ae90e6b087fd1b1430151bd54f,"[{'label': 'A', 'text': 'going to court'}, {'label': 'B', 'text': 'great expense'}, {'label': 'C', 'text': 'aggravation'}, {'label': 'D', 'text': 'randomness'}, {'label': 'E', 'text': 'ruling'}]",Why would someone be bringing suit?,going to court,great expense,aggravation,randomness,ruling,2
A,7068d7aa0f134200126e9bd3c638ebfb,"[{'label': 'A', 'text': 'no spouse'}, {'label': 'B', 'text': 'lot of grief'}, {'label': 'C', 'text': 'children suffer'}, {'label': 'D', 'text': 'freedom'}, {'label': 'E', 'text': 'party time'}]",What always happens to someone after he or she finishes getting divorce?,no spouse,lot of grief,children suffer,freedom,party time,0
A,7fd7b6651a49f529561d4d3cd3a7675e,"[{'label': 'A', 'text': 'getting fat'}, {'label': 'B', 'text': 'eating food'}, {'label': 'C', 'text': 'being full'}, {'label': 'D', 'text': 'weight lost'}, {'label': 'E', 'text': 'digesting'}]",Over-indulgence when having food can lead to what?,getting fat,eating food,being full,weight lost,digesting,0
C,ab8d558bb6d24906075ad1167b671578,"[{'label': 'A', 'text': 'race'}, {'label': 'B', 'text': 'have fun'}, {'label': 'C', 'text': 'score points'}, {'label': 'D', 'text': 'bounce the ball'}, {'label': 'E', 'text': 'competition'}]","They were competing in basketball, the goal was to what?",race,have fun,score points,bounce the ball,competition,2
D,9f85f4ea762310960ddea19b06b2bd9d,"[{'label': 'A', 'text': 'number 1'}, {'label': 'B', 'text': 'weights'}, {'label': 'C', 'text': 'own home'}, {'label': 'D', 'text': 'wellness'}, {'label': 'E', 'text': 'compliments'}]",What do people work on by exercising?,number 1,weights,own home,wellness,compliments,3
E,f87f40db71a56b5beda3194550202dc9,"[{'label': 'A', 'text': 'backpack'}, {'label': 'B', 'text': 'bank'}, {'label': 'C', 'text': 'stationery store'}, {'label': 'D', 'text': 'pocket'}, {'label': 'E', 'text': 'desk drawer'}]",Where is a ballpoint pen best stored?,backpack,bank,stationery store,pocket,desk drawer,4
E,f120510db56f949ca231d5376fff9591,"[{'label': 'A', 'text': 'eat cake'}, {'label': 'B', 'text': 'eating food'}, {'label': 'C', 'text': 'drink too much'}, {'label': 'D', 'text': 'having sex'}, {'label': 'E', 'text': 'getting drunk'}]",What can be the consequence of having many drinks when celebrating?,eat cake,eating food,drink too much,having sex,getting drunk,4
C,642b8fd1764160befc0efc8fa829282a,"[{'label': 'A', 'text': 'gas'}, {'label': 'B', 'text': 'tasty'}, {'label': 'C', 'text': 'have fun'}, {'label': 'D', 'text': 'indigestion'}, {'label': 'E', 'text': 'death'}]","While eating a hamburger with friends, what are people trying to do?",gas,tasty,have fun,indigestion,death,2
A,2fc461f22acc3094f730cd95dda446d8,"[{'label': 'A', 'text': 'relaxation'}, {'label': 'B', 'text': 'uneasiness'}, {'label': 'C', 'text': 'getting there'}, {'label': 'D', 'text': 'elapsed time'}, {'label': 'E', 'text': 'exit'}]",What should one do in order to relieve burnout from staying too long at home?,relaxation,uneasiness,getting there,elapsed time,exit,0
A,945bbbfa2f1aec353d425cd573106f11,"[{'label': 'A', 'text': 'grow corn'}, {'label': 'B', 'text': 'farm land'}, {'label': 'C', 'text': 'supply food'}, {'label': 'D', 'text': 'grow chinese gooseberries'}, {'label': 'E', 'text': 'raise cattle'}]",What does a farmer wanting to make a maze do?,grow corn,farm land,supply food,grow chinese gooseberries,raise cattle,0
D,508fa6ff59f93e73dd5db1d02b71ac4d,"[{'label': 'A', 'text': 'greenhouse'}, {'label': 'B', 'text': 'refrigerator'}, {'label': 'C', 'text': 'restaurant'}, {'label': 'D', 'text': 'cupboard'}, {'label': 'E', 'text': 'porch'}]",Where would you put a pot if you do not need to use it?,greenhouse,refrigerator,restaurant,cupboard,porch,3
