answerKey,id,choices,stem,choice_0,choice_1,choice_2,label
C,b9e51e1fb06f0e9143fc2d81de525111,"[{'label': 'A', 'text': 'london'}, {'label': 'B', 'text': 'new york city'}, {'label': 'C', 'text': 'art museum'}]","There were many features displayed, but most were where for the one particular gallery?",london,new york city,art museum,2
B,5f70d339793652fc03ddf449e4a166a2,"[{'label': 'A', 'text': 'sluggish'}, {'label': 'B', 'text': 'lazy'}, {'label': 'C', 'text': 'logic'}]","Joe's movements  could be very kinetic, but most of the time he went slow.  He went slow because he was what?",sluggish,lazy,logic,1
C,2a04c3bba159fcf1f21616e9217d6c8c,"[{'label': 'A', 'text': 'yell at'}, {'label': 'B', 'text': 'ignore'}, {'label': 'C', 'text': 'avoid'}]",Punishing physical jobs make people want to do what regarding exercise?,yell at,ignore,avoid,2
A,3363b41959c57d904e96d433270ac3fa,"[{'label': 'A', 'text': 'existing'}, {'label': 'B', 'text': 'acquiring knowledge'}, {'label': 'C', 'text': 'happiness'}]",The key to happiness while living life is to do more than what?,existing,acquiring knowledge,happiness,0
B,90046d17ceab6714b1259e720e9201ff,"[{'label': 'A', 'text': 'swimming pool'}, {'label': 'B', 'text': 'backpack'}, {'label': 'C', 'text': 'at hotel'}]",Where might a child keep their towel for overnight?,swimming pool,backpack,at hotel,1
A,6899dd2be8128588b84079f21ed54d8a,"[{'label': 'A', 'text': 'hotel'}, {'label': 'B', 'text': 'museum'}, {'label': 'C', 'text': 'airport'}]",Where do you stop at a gift shop while checking out?,hotel,museum,airport,0
A,5da3c2f05d6f3cefbbbe4646ae64ae4c,"[{'label': 'A', 'text': 'great outdoors'}, {'label': 'B', 'text': 'warm climate'}, {'label': 'C', 'text': 'shopping mall'}]",In what environment would you find a marmoset?,great outdoors,warm climate,shopping mall,0
C,728a353a8b9f61957518307d52654aaa,"[{'label': 'A', 'text': 'open boxes'}, {'label': 'B', 'text': 'teach children'}, {'label': 'C', 'text': 'talk too much'}]","The teacher yelled at her students, what prompted her to do that?",open boxes,teach children,talk too much,2
B,6a591a72fb596061fb559dabf5b59062,"[{'label': 'A', 'text': 'give peace'}, {'label': 'B', 'text': 'anything'}, {'label': 'C', 'text': 'judge men'}]","God is often depicted as omnipotent, he can do what?",give peace,anything,judge men,1
B,b101fb5d095d6c28caae45a7779338b0,"[{'label': 'A', 'text': 'drink alcohol'}, {'label': 'B', 'text': 'hang out at bar'}, {'label': 'C', 'text': 'clean house'}]",How might someone relieve stress with friends?,drink alcohol,hang out at bar,clean house,1
B,4b26beac09a811e3aef490b64b360513_1,"[{'label': 'A', 'text': 'disneyland'}, {'label': 'B', 'text': 'sporting event'}, {'label': 'C', 'text': 'park'}]",Where are hot dogs are a commonly sold item away from a grocery store?,disneyland,sporting event,park,1
C,6be05d227f4f6fe727218fc8be9df340,"[{'label': 'A', 'text': 'healthy living'}, {'label': 'B', 'text': 'allergies'}, {'label': 'C', 'text': 'using water'}]",What might you need to do cleaning?,healthy living,allergies,using water,2
B,15b52a51f3f69fe3b992f3e0643d450a,"[{'label': 'A', 'text': 'correct answer'}, {'label': 'B', 'text': 'on purpose'}, {'label': 'C', 'text': 'correction'}]","Sean made a mistake on the test, but it wasn't an accident.  Why did he do it?",correct answer,on purpose,correction,1
A,8980c97ef6820e7ce1840bba9f288088,"[{'label': 'A', 'text': 'get tired'}, {'label': 'B', 'text': 'running'}, {'label': 'C', 'text': 'have fun'}]",When people are playing sports for to long what happens?,get tired,running,have fun,0
C,67bade299baeab3858ded976a3c51026,"[{'label': 'A', 'text': 'defeat'}, {'label': 'B', 'text': 'sweat'}, {'label': 'C', 'text': 'aggression'}]","The friends loved competing against one another, it was a good way to work their what?",defeat,sweat,aggression,2
C,47bf3e0555dfb3b07bf14be3c4bb37b2,"[{'label': 'A', 'text': 'car dealership'}, {'label': 'B', 'text': 'vegas'}, {'label': 'C', 'text': 'city'}]","The local place didn't have the variety the customer was after, so he traveled to see the show room in the big what?",car dealership,vegas,city,2
B,a186948ea5243c1b99cf744dbccf4b92,"[{'label': 'A', 'text': 'eat food'}, {'label': 'B', 'text': 'stop working'}, {'label': 'C', 'text': 'get food'}]",Why do you not earn money while you have lunch?,eat food,stop working,get food,1
B,82ca23110f922a519afc7863206688d8,"[{'label': 'A', 'text': 'floor'}, {'label': 'B', 'text': 'subway'}, {'label': 'C', 'text': 'trash'}]",Jill read the newspaper every morning and then threw it away.  Where might she have read the paper?,floor,subway,trash,1
A,7488058037b1adb0e554c33429be2ba3,"[{'label': 'A', 'text': 'suitcase'}, {'label': 'B', 'text': 'drawer'}, {'label': 'C', 'text': 'closet'}]",Where can a shirt be found in a hotel room?,suitcase,drawer,closet,0
A,39717837a5bbad78d7cf269fc51f6800,"[{'label': 'A', 'text': 'breathe'}, {'label': 'B', 'text': 'remember everything'}, {'label': 'C', 'text': 'forget nothing'}]","The elephant swam the river with its trunk above the water, what could it do?",breathe,remember everything,forget nothing,0
B,718bb7c081372ebdaae0a6f1cc27e0e9,"[{'label': 'A', 'text': 'law firm'}, {'label': 'B', 'text': 'terrarium'}, {'label': 'C', 'text': 'classroom'}]",James was a weasel.  He lived in a warm place where he was surrounded by children.  Glass separated him from the  outside world.  He rested comfortably in his what?,law firm,terrarium,classroom,1
B,851e1685b0afc783b51f9cc2e1596efe,"[{'label': 'A', 'text': 'forgetting'}, {'label': 'B', 'text': 'brainless'}, {'label': 'C', 'text': 'forgetfulness'}]","After getting high his memory seemed shot, he felt practically what?",forgetting,brainless,forgetfulness,1
A,41b0bc7be2263004035a8182af27662f,"[{'label': 'A', 'text': 'money'}, {'label': 'B', 'text': 'time'}, {'label': 'C', 'text': 'desire'}]",What do you need to have before buying products?,money,time,desire,0
B,ed00986422e77fae00da450505efc4ad,"[{'label': 'A', 'text': 'brain'}, {'label': 'B', 'text': 'stimulus'}, {'label': 'C', 'text': 'nervous system'}]",What could happen to cause you to feel sensation?,brain,stimulus,nervous system,1
B,e81d565fbf011cb310254ad4f311a890,"[{'label': 'A', 'text': 'pointed'}, {'label': 'B', 'text': 'acute angled'}, {'label': 'C', 'text': 'clear'}]","If something is obtuse, what couldn't it be?",pointed,acute angled,clear,1
B,f489d47710cbe514c88bc5fb66c3b715,"[{'label': 'A', 'text': 'fall asleep'}, {'label': 'B', 'text': 'relaxation'}, {'label': 'C', 'text': 'headache'}]",What is something that you feel when you go to the opera?,fall asleep,relaxation,headache,1
A,b131aa8ec0cb8addadaca9b2926d1844,"[{'label': 'A', 'text': 'peace'}, {'label': 'B', 'text': 'having fun'}, {'label': 'C', 'text': 'panic'}]",If you're going on vacation on a deserted island what are you hoping to achieve?,peace,having fun,panic,0
C,31a7eee57376d36aa2537610b4ab81c8,"[{'label': 'A', 'text': 'express information'}, {'label': 'B', 'text': 'go somewhere'}, {'label': 'C', 'text': 'dance'}]","If a person wants to put some excitement into his routine, he learn how to do what?",express information,go somewhere,dance,2
C,e3af9b23d3fac86a86dc46900bb54c56,"[{'label': 'A', 'text': 'shock'}, {'label': 'B', 'text': 'satisfaction'}, {'label': 'C', 'text': 'hurt'}]","The man was set on discovering truth in the situation, even if that truth what?",shock,satisfaction,hurt,2
B,5537040081cbc4d5b1da37b71306245e,"[{'label': 'A', 'text': 'eating food'}, {'label': 'B', 'text': 'being full'}, {'label': 'C', 'text': 'getting fat'}]",Why would someone stop having food?,eating food,being full,getting fat,1
A,a261d4eaf8b33c0730d830ebbffbd9f8,"[{'label': 'A', 'text': 'light fire'}, {'label': 'B', 'text': 'go hiking'}, {'label': 'C', 'text': 'make breakfast'}]",What would a camper need to do before he or she can start cooking food?,light fire,go hiking,make breakfast,0
A,4e0447e355053e8aac9ee2b24d913079,"[{'label': 'A', 'text': 'south american country'}, {'label': 'B', 'text': 'works'}, {'label': 'C', 'text': 'nigeria'}]",A monkey with a knife was spotted picking bananas from a tree.  Where might that monkey have been?,south american country,works,nigeria,0
B,b3b3022ccb618cdbfc575b2fac8887c4,"[{'label': 'A', 'text': 'creation of art'}, {'label': 'B', 'text': 'being slapped'}, {'label': 'C', 'text': 'people will understand'}]",If you're very rude while expressing yourself what is likely to happen?,creation of art,being slapped,people will understand,1
A,076e526335fb109cb590fce55a8d4e75,"[{'label': 'A', 'text': 'large house'}, {'label': 'B', 'text': 'palace'}, {'label': 'C', 'text': 'suburbs'}]","The back courtyard led to a walkout basement, where was it attached to?",large house,palace,suburbs,0
A,22c6ecf47f2c21d2d37e82156aa98258,"[{'label': 'A', 'text': 'livingroom'}, {'label': 'B', 'text': ""neighbor's house""}, {'label': 'C', 'text': 'card room'}]","There were so many guests for Thanksgiving, where did the host put the extra table?",livingroom,neighbor's house,card room,0
C,93ab6de71d4f49d63c22a6938a6aecbd,"[{'label': 'A', 'text': 'closet'}, {'label': 'B', 'text': 'bed'}, {'label': 'C', 'text': 'table'}]",Where should shoes not be?,closet,bed,table,2
C,289c83f01ceac4893e300fb4b252415c,"[{'label': 'A', 'text': 'church property'}, {'label': 'B', 'text': 'arlington'}, {'label': 'C', 'text': 'every town'}]","The graveyard was important to build, where should it be built?",church property,arlington,every town,2
C,de1e1ffaec7173b26363442687503a4d,"[{'label': 'A', 'text': 'quintuplets'}, {'label': 'B', 'text': 'large family'}, {'label': 'C', 'text': 'added responsibilities'}]",After procreating what can't some people handle that makes them turn to the government?,quintuplets,large family,added responsibilities,2
A,5d01bb744a381888c75c64805066ec78,"[{'label': 'A', 'text': 'getting fat'}, {'label': 'B', 'text': 'choking'}, {'label': 'C', 'text': 'get full'}]",What will likely happen to one's body if the only eat hamburgers?,getting fat,choking,get full,0
A,1814eb187daa7c4f4f168c56ca216311,"[{'label': 'A', 'text': 'think'}, {'label': 'B', 'text': 'send email'}, {'label': 'C', 'text': 'talk with people'}]","The team was able to communicate effectively, they knew what each other would what?",think,send email,talk with people,0
B,5e1bac631f83c6e31cf25b05420df1aa,"[{'label': 'A', 'text': 'california'}, {'label': 'B', 'text': 'seaside town'}, {'label': 'C', 'text': 'beach'}]","The shore was now a tourist attraction with nearby little shops, but at one time this what was home to a bustling fishing industry?",california,seaside town,beach,1
A,b8cc183419353f3e0b9393498fd06852,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'bedroom'}, {'label': 'C', 'text': 'corner'}]","If you needed a lamp to do your work, where would you put it?",office,bedroom,corner,0
A,09ebb586e86b316f1070eadbc37e67a2,"[{'label': 'A', 'text': 'say hello'}, {'label': 'B', 'text': 'need money'}, {'label': 'C', 'text': 'drink tea'}]",How would a human verbally great another?,say hello,need money,drink tea,0
B,300bd7704ae8c5fcef618902f18fd01d,"[{'label': 'A', 'text': 'listen to music'}, {'label': 'B', 'text': 'go to bed'}, {'label': 'C', 'text': 'stop worrying'}]",What does someone do to relax at night?,listen to music,go to bed,stop worrying,1
C,10967ce725a2c613b43a88d39b165ea5,"[{'label': 'A', 'text': 'spa'}, {'label': 'B', 'text': 'high school'}, {'label': 'C', 'text': 'college campus'}]","The fraternity preferred working out at the gymnasium, where was this located?",spa,high school,college campus,2
A,52ecf169febc95a7f5ccb048fc85857d,"[{'label': 'A', 'text': 'automobile accidents'}, {'label': 'B', 'text': 'backache'}, {'label': 'C', 'text': 'smoke'}]",What could prevent a driving car from continuing to drive?,automobile accidents,backache,smoke,0
B,d5ef1e0995aa096916409bf5d4f4dd54,"[{'label': 'A', 'text': 'madagascar'}, {'label': 'B', 'text': 'french government'}, {'label': 'C', 'text': ""friend's house""}]","The circus monkey waived a white surrender flag, the conductor joked the monkey must work in the what?",madagascar,french government,friend's house,1
C,1739b0a28749d614a5cddaa0aa8e3a27,"[{'label': 'A', 'text': 'getting killed'}, {'label': 'B', 'text': 'death'}, {'label': 'C', 'text': 'arrests'}]","If one is drunk driving and the police find out, what is the likely result?",getting killed,death,arrests,2
B,8fb1b368f7f5f2a3c83ca8196adc4ee6,"[{'label': 'A', 'text': 'fair trial'}, {'label': 'B', 'text': 'white teeth'}, {'label': 'C', 'text': 'source of income'}]","The person was always using mouthwash, why were they doing that?",fair trial,white teeth,source of income,1
C,9373d80d57009a311c238eada5aa41f1,"[{'label': 'A', 'text': 'flush toilet'}, {'label': 'B', 'text': 'eat'}, {'label': 'C', 'text': 'wash hands'}]",After I urinate what should I do before I eat?,flush toilet,eat,wash hands,2
B,44d8b57c9512fbc1929d77da42dc163c,"[{'label': 'A', 'text': 'skill'}, {'label': 'B', 'text': 'hands'}, {'label': 'C', 'text': 'coaster'}]","His wife began to worry when he was setting cup on table, she saw what shaking?",skill,hands,coaster,1
B,2cbbb30695e51568568f37e81117c603,"[{'label': 'A', 'text': 'live happily'}, {'label': 'B', 'text': 'work at home'}, {'label': 'C', 'text': 'feel ashamed'}]","If a person is feeling sick, but has a project to finish, what should they do?",live happily,work at home,feel ashamed,1
C,27e08dd15f08a33e407978b9939e739c,"[{'label': 'A', 'text': 'becoming tired'}, {'label': 'B', 'text': 'sore feet'}, {'label': 'C', 'text': 'sweat'}]",What has happened if you are dancing and you smell bad?,becoming tired,sore feet,sweat,2
A,94e150a45f420a5907b4ee268f1e74d2,"[{'label': 'A', 'text': 'efficiency'}, {'label': 'B', 'text': 'aggravation'}, {'label': 'C', 'text': 'stress'}]",Joe and John and sylvia were all running errands. They split up their tasks into blocks that were near each other and then each person took one block of tasks.  They did this because it gave them more what?,efficiency,aggravation,stress,0
A,6dc5b2884737e66543ce65f8dc40c992,"[{'label': 'A', 'text': 'puncture wound'}, {'label': 'B', 'text': 'injury'}, {'label': 'C', 'text': 'small cuts'}]",A fencing thrust with a sharp sword towards a person would result in what?,puncture wound,injury,small cuts,0
C,54b2d9a2d356f565d54ff6511742bd68,"[{'label': 'A', 'text': 'cup'}, {'label': 'B', 'text': 'restaurant'}, {'label': 'C', 'text': 'coffee shop'}]","Though the first cup of hot brew was costly you got a free refill, customers really liked the little what?",cup,restaurant,coffee shop,2
C,d747c4e463b80bfcc49b874063f9fae1,"[{'label': 'A', 'text': 'recording studio'}, {'label': 'B', 'text': 'airbase'}, {'label': 'C', 'text': 'nuclear plant'}]",Where is a control room needed to prevent wide spread disaster?,recording studio,airbase,nuclear plant,2
A,9a23a7f04e63bf9f4c7dfe50c58abfd2,"[{'label': 'A', 'text': 'balance'}, {'label': 'B', 'text': 'feet'}, {'label': 'C', 'text': 'effort'}]","After standing up I had to sit right back down, why would I feel like this?",balance,feet,effort,0
B,7f1a945aa542387b415ae44f64f98a4a,"[{'label': 'A', 'text': 'grocery store'}, {'label': 'B', 'text': 'cellar'}, {'label': 'C', 'text': 'cupboard'}]","The person prepared for anything, this is why he kept months worth of canned food in his what?",grocery store,cellar,cupboard,1
C,ca2328a4021800b7edf6d9fb45222c87,"[{'label': 'A', 'text': 'own object'}, {'label': 'B', 'text': 'turn blue'}, {'label': 'C', 'text': 'suffer pain'}]","If you hit a person with a stick, it is likely that they will do what?",own object,turn blue,suffer pain,2
A,90a339d7c2238f99c6813572a8ea596d,"[{'label': 'A', 'text': ""friend's house""}, {'label': 'B', 'text': 'apartment'}, {'label': 'C', 'text': 'living room'}]","James stove didn't work, so he had to cook where?",friend's house,apartment,living room,0
C,1cbb3f9b8f85d0bf991b4ead3564c5db,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'music store'}, {'label': 'C', 'text': 'landfill'}]",Where could you find a broken keyboard?,office,music store,landfill,2
C,793672da43fbc609e8c5760630c7e239,"[{'label': 'A', 'text': 'hen house'}, {'label': 'B', 'text': 'england'}, {'label': 'C', 'text': 'mountains'}]",What is the habitat of the fox?,hen house,england,mountains,2
C,dda639a70d1eabea84ef9846b9e35211,"[{'label': 'A', 'text': 'profane'}, {'label': 'B', 'text': 'common'}, {'label': 'C', 'text': 'damaged'}]","They were very careful transporting the holy artifact, the last thing they wanted to do was deliver it what?",profane,common,damaged,2
B,b3d0f9a30c56345aac429bf4a07719b8,"[{'label': 'A', 'text': 'accident'}, {'label': 'B', 'text': 'living thing'}, {'label': 'C', 'text': ""doctor's office""}]",What can an injury happen to?,accident,living thing,doctor's office,1
C,ff54e35d18cad843ebd81f84338f90a7,"[{'label': 'A', 'text': 'spend money'}, {'label': 'B', 'text': 'mail orders'}, {'label': 'C', 'text': 'demand satisfaction'}]",Customers should always do what if they want to be respected by companies?,spend money,mail orders,demand satisfaction,2
C,62e8ce73bb27850bd558399cbaf65a39,"[{'label': 'A', 'text': 'hospital'}, {'label': 'B', 'text': 'haystack'}, {'label': 'C', 'text': ""doctor's office""}]",Where do you get a needle for a routine checkup?,hospital,haystack,doctor's office,2
C,5788db78b9fad9dfaeb749e6f8245829,"[{'label': 'A', 'text': 'chemistry lab'}, {'label': 'B', 'text': 'atmosphere'}, {'label': 'C', 'text': 'laboratory'}]","While fun for balloons and parties, a helium tank can also be found in what place of research?",chemistry lab,atmosphere,laboratory,2
B,53f76f1c0d83a46a82faf2fb743b168d,"[{'label': 'A', 'text': 'southwest'}, {'label': 'B', 'text': 'gulf states'}, {'label': 'C', 'text': 'united states'}]","Texas has a very long shoreline, but it isn't the longest of the nearby whats?",southwest,gulf states,united states,1
C,ff5d529d587189d035a1d51859dfd823,"[{'label': 'A', 'text': 'new york city'}, {'label': 'B', 'text': 'las vegas'}, {'label': 'C', 'text': 'nightclub'}]","John was working late at night in a Casino.  When he got off work, he looked for a bar but couldn't find one.  Where might he go instead?",new york city,las vegas,nightclub,2
C,d34d85661b71107a16241bc075a9573d,"[{'label': 'A', 'text': 'tedium'}, {'label': 'B', 'text': 'bankruptcy'}, {'label': 'C', 'text': 'meeting new people'}]",What might be the result of going to market?,tedium,bankruptcy,meeting new people,2
A,af39da416cc760347c45febd6d986d65,"[{'label': 'A', 'text': 'holster'}, {'label': 'B', 'text': 'police station'}, {'label': 'C', 'text': 'war'}]",Where is an unused weapon likely to be?,holster,police station,war,0
B,672b8d73fe2de59c873d917de8d1abb8,"[{'label': 'A', 'text': 'basement'}, {'label': 'B', 'text': 'guest room'}, {'label': 'C', 'text': 'horseradish'}]","They were having friends stay at their home, they apologized for only having a sofa bed in the what?",basement,guest room,horseradish,1
A,4dbd284c56c6897f0d295918083bcc05,"[{'label': 'A', 'text': 'bedroom'}, {'label': 'B', 'text': 'drawer'}, {'label': 'C', 'text': 'hotel'}]","John can't find his sheets anywhere.  He looked in all the places he might put them, but he hasn't looked where they are put into use.  Where hasn't John looked?",bedroom,drawer,hotel,0
B,444a3b22cf879271dad34e115ed38f53,"[{'label': 'A', 'text': 'concentrate'}, {'label': 'B', 'text': 'have fun'}, {'label': 'C', 'text': 'listen to radio'}]",WHy do young people like to driving car?,concentrate,have fun,listen to radio,1
C,5847aa5b17b71a83dbb5aa7d1780f97c,"[{'label': 'A', 'text': 'europe'}, {'label': 'B', 'text': 'suit'}, {'label': 'C', 'text': 'movie'}]",What could a gentleman be watching?,europe,suit,movie,2
C,bbb4453e985c93b7619f3969e73e52fb,"[{'label': 'A', 'text': 'soft place'}, {'label': 'B', 'text': 'relaxed position'}, {'label': 'C', 'text': 'urban settlement'}]",Where is an alley cat likely to live?,soft place,relaxed position,urban settlement,2
C,b4a8d7e89ea6e3bf9e208a75a13fee6a,"[{'label': 'A', 'text': 'eat in restaurant'}, {'label': 'B', 'text': 'cook dinner'}, {'label': 'C', 'text': 'have lunch'}]",In the middle of the day what will someone do because of being hungry?,eat in restaurant,cook dinner,have lunch,2
C,9d22af86df99769960f68648bd06918f,"[{'label': 'A', 'text': 'bedroom'}, {'label': 'B', 'text': 'store'}, {'label': 'C', 'text': 'building'}]","John stumbled in the dark trying to find a lamp, but there wasn't one nearby.   It was late and everything was dark.  The entire what was pitch black.",bedroom,store,building,2
A,200072669c156d8a70b0d4e1047067c6,"[{'label': 'A', 'text': 'need food'}, {'label': 'B', 'text': 'reproduce'}, {'label': 'C', 'text': 'own people'}]","Having a dog is a responsibility.  To prevent overpopulation you should have them fixed.  And, of course, they also do what?",need food,reproduce,own people,0
A,5ade28906cb358f8f3e83f5f22b5582e,"[{'label': 'A', 'text': 'cost money'}, {'label': 'B', 'text': 'crash'}, {'label': 'C', 'text': 'move quickly'}]",Why might someone avoid getting a new car?,cost money,crash,move quickly,0
B,768fb09deab56046e1565b6a2556ad5c,"[{'label': 'A', 'text': 'classroom'}, {'label': 'B', 'text': 'office'}, {'label': 'C', 'text': 'desk drawer'}]",Where do adults use glue sticks?,classroom,office,desk drawer,1
C,c499340b8134def6351b651dd3ac9b4b,"[{'label': 'A', 'text': 'slip and fall'}, {'label': 'B', 'text': 'reading newspaper'}, {'label': 'C', 'text': 'using soap'}]",What is necessary for bathing?,slip and fall,reading newspaper,using soap,2
A,e797230e5a93e17f3f2debf6d35bbb04,"[{'label': 'A', 'text': 'aviary'}, {'label': 'B', 'text': 'painting'}, {'label': 'C', 'text': 'rural area'}]",While in a zoological park where would you find a bald eagle?,aviary,painting,rural area,0
C,ca19d2cd29de013dd5e466bd23c11223,"[{'label': 'A', 'text': 'satisfaction'}, {'label': 'B', 'text': 'hurt'}, {'label': 'C', 'text': 'shock'}]","The person had always assumed, but discovering the truth came as a what?",satisfaction,hurt,shock,2
B,9f782d67e65a35896c6d03d188fc5d69,"[{'label': 'A', 'text': 'habitual'}, {'label': 'B', 'text': 'even'}, {'label': 'C', 'text': 'expected'}]",What is the opposite of an odd number?,habitual,even,expected,1
C,28802fba0f2598ca7cbe061aac0b0c3e,"[{'label': 'A', 'text': 'canada'}, {'label': 'B', 'text': 'in washington'}, {'label': 'C', 'text': 'colorado'}]",In what western sate might one find a bald eagle?,canada,in washington,colorado,2
B,6ad5dd5efa7e9a4387ea9a24efa45e8b,"[{'label': 'A', 'text': 'school room'}, {'label': 'B', 'text': 'train station'}, {'label': 'C', 'text': 'department store'}]",Where would a clock help you to know when something will get there?,school room,train station,department store,1
A,9ae1e8c0355bd6db55c102066e63599b,"[{'label': 'A', 'text': 'dude ranch'}, {'label': 'B', 'text': ""women's literature""}, {'label': 'C', 'text': 'belmont park'}]",Where is a pack horse likely to work?,dude ranch,women's literature,belmont park,0
B,e43c4eaa04243ddee30f29171718eb92,"[{'label': 'A', 'text': 'bathroom'}, {'label': 'B', 'text': 'motel room'}, {'label': 'C', 'text': 'house'}]",James need to use a toilet but there were no public ones in sight.  Eventually he broke down and did something very expensive so that he could get a toilet.  Where might he have gone?,bathroom,motel room,house,1
A,5cada6655f048be7d7a8eb302d4c17ba,"[{'label': 'A', 'text': 'wheels'}, {'label': 'B', 'text': 'engine'}, {'label': 'C', 'text': 'license plates'}]",What is a thing that almost all cars have which can be seen from the outside but cannot be read?,wheels,engine,license plates,0
B,58ec886d01ad2cdf8d68f26ef3c23b66,"[{'label': 'A', 'text': 'shirt pocket'}, {'label': 'B', 'text': 'car'}, {'label': 'C', 'text': 'drawer'}]",Where is a good place to keep an eyeglasses case in traffic?,shirt pocket,car,drawer,1
B,727ea894ef83f61674c4bd1f8da3b031,"[{'label': 'A', 'text': 'growth'}, {'label': 'B', 'text': 'knowing more'}, {'label': 'C', 'text': 'headaches'}]",What does learning accomplish?,growth,knowing more,headaches,1
A,c1d9072b3649b2f28a03c4f097e9bef9,"[{'label': 'A', 'text': 'clear'}, {'label': 'B', 'text': 'recyclable'}, {'label': 'C', 'text': 'very fragile'}]",James picked glass walls because they let more light into the room. Why did they let light in?,clear,recyclable,very fragile,0
C,e3d6b3637ad78c50f48ab6e7c3c4e365,"[{'label': 'A', 'text': 'storage area'}, {'label': 'B', 'text': 'back alley'}, {'label': 'C', 'text': 'shoe store'}]",Joe works in an establishment that is filled with stacks of small cardboard boxes with removable lids.  Where does Joe work?,storage area,back alley,shoe store,2
A,be3232980e4b0f4c51b36d4fb3590611,"[{'label': 'A', 'text': 'universe'}, {'label': 'B', 'text': 'roswell'}, {'label': 'C', 'text': 'outer space'}]","Aliens, humans and everything is a part of what?",universe,roswell,outer space,0
A,f264272065e6b62a196c2fc7d868e597,"[{'label': 'A', 'text': ""friend's house""}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'office'}]","Jenny answered the telephone because she couldn't stand the ringing. She shouldn't have though, because it wasn't here place.  She was just visiting. Where might she be?",friend's house,hotel,office,0
B,7fc9b27fbaa352c8d33a3b9b50b03f8f,"[{'label': 'A', 'text': ""neighbor's house""}, {'label': 'B', 'text': 'desk drawer'}, {'label': 'C', 'text': 'classroom'}]",What is the best place to store a pen?,neighbor's house,desk drawer,classroom,1
B,ccb99ff2c29d641eb98ab5cee05a990f,"[{'label': 'A', 'text': 'doing drugs'}, {'label': 'B', 'text': 'new contacts'}, {'label': 'C', 'text': 'making new friends'}]",If you're going to a party held at work you are there to make what?,doing drugs,new contacts,making new friends,1
C,090586da51c18fe5fe8e54df7d8591e0,"[{'label': 'A', 'text': 'opera'}, {'label': 'B', 'text': 'bedroom'}, {'label': 'C', 'text': 'basement'}]",The breaker that distributes electricity in your home is usually found where?,opera,bedroom,basement,2
B,919d1769e30cac5674e26106d0bb93ce,"[{'label': 'A', 'text': 'farm yard'}, {'label': 'B', 'text': 'michigan'}, {'label': 'C', 'text': 'arizona'}]",Joe was a horse.  He lived in an American State. The environment was too cold for his taste.  Where did he probably live?,farm yard,michigan,arizona,1
C,379fb9160d4348692d1a5aa10556dab6,"[{'label': 'A', 'text': 'music store'}, {'label': 'B', 'text': 'orchestra'}, {'label': 'C', 'text': 'own home'}]",He really enjoyed renting time to play drums but he finally bought his own percussion instrument so he could play in his what?,music store,orchestra,own home,2
A,eb5980953c396d8034c7f0c28c75e160,"[{'label': 'A', 'text': 'admire'}, {'label': 'B', 'text': 'cherish'}, {'label': 'C', 'text': 'honor'}]","Sam came to despise his sister.  On the other hand, she felt what for him?",admire,cherish,honor,0
A,cbe410405dabd76229a255cb0e35ef05,"[{'label': 'A', 'text': 'telephone booth'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'at hotel'}]","Where is there almost always a telephone book, since the telephone is nearby?",telephone booth,house,at hotel,0
C,5abe81200fb6d4d0ff7f1d9862116292,"[{'label': 'A', 'text': 'chess game'}, {'label': 'B', 'text': 'chess set'}, {'label': 'C', 'text': 'scheme'}]","The police busted down his door, he realized only then he was just the pawn in his partner's grander what?",chess game,chess set,scheme,2
C,15e76580e435c42e2c013c36bd12f6da,"[{'label': 'A', 'text': 'have money'}, {'label': 'B', 'text': 'energy'}, {'label': 'C', 'text': 'go somewhere'}]",What does someone want to do if they want to travel?,have money,energy,go somewhere,2
A,66df0cf1394baf4d1481a065086a95e7,"[{'label': 'A', 'text': 'invisible'}, {'label': 'B', 'text': 'misunderstood'}, {'label': 'C', 'text': 'confusing'}]","The class was clear, and that made it almost what?",invisible,misunderstood,confusing,0
B,3b9ccdcb1c932c46a38e040d3e6c7f5b,"[{'label': 'A', 'text': 'central park'}, {'label': 'B', 'text': 'water fountain'}, {'label': 'C', 'text': 'large city'}]",A statue that shoots liquid is called a what?,central park,water fountain,large city,1
C,3884d82524f2337ce53ce64776293cf7,"[{'label': 'A', 'text': 'perform better'}, {'label': 'B', 'text': 'winners and losers'}, {'label': 'C', 'text': 'might win'}]","James decided that competing was the right choice.   Not competing has a defined outcome, but if he competes then what could happen?",perform better,winners and losers,might win,2
C,c1afd0dcde2ab25c98c5c50ad7667018,"[{'label': 'A', 'text': 'field'}, {'label': 'B', 'text': 'fruit stand'}, {'label': 'C', 'text': 'winery'}]",What's the place every grape wants to go in the end?,field,fruit stand,winery,2
B,06042936e668ce9875bf95a8bc846add,"[{'label': 'A', 'text': 'lay still'}, {'label': 'B', 'text': 'be still'}, {'label': 'C', 'text': 'staying put'}]","George couldn't move without being killed, so he put in effort to do what?",lay still,be still,staying put,1
