answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
A,6325cf04cb84e46c88e6ed9a3007e898,"[{'label': 'A', 'text': 'classroom'}, {'label': 'B', 'text': 'home'}, {'label': 'C', 'text': 'university'}, {'label': 'D', 'text': 'library'}, {'label': 'E', 'text': 'unemployment line'}]","The poet was being discussed amoung teenagers using Socratic dialogue, where was this happening?",classroom,home,university,library,unemployment line,0
B,8342ac019695bc5b4f449c9c8910d4b5,"[{'label': 'A', 'text': 'place on earth'}, {'label': 'B', 'text': 'looking up'}, {'label': 'C', 'text': 'photo'}, {'label': 'D', 'text': 'atmosphere'}, {'label': 'E', 'text': 'beautiful'}]",How do people see the sky?,place on earth,looking up,photo,atmosphere,beautiful,1
A,5bcd1d05ac467686c452b0266e6d633e,"[{'label': 'A', 'text': 'party'}, {'label': 'B', 'text': ""friend's house""}, {'label': 'C', 'text': 'hospital'}, {'label': 'D', 'text': 'desktop'}, {'label': 'E', 'text': 'house'}]",Where would you not be able to hear a telephone?,party,friend's house,hospital,desktop,house,0
E,b7cb09828f482cdcfbcfe83f174e2d91,"[{'label': 'A', 'text': 'office building'}, {'label': 'B', 'text': 'indianapolis'}, {'label': 'C', 'text': 'shopping center'}, {'label': 'D', 'text': 'strip mall'}, {'label': 'E', 'text': 'new york city'}]",James owned a historic deli.  It had some protections that helped him keep it open.  It was an important landmark where?,office building,indianapolis,shopping center,strip mall,new york city,4
A,46e2b8ed9738c0f2a652d94c567053aa,"[{'label': 'A', 'text': 'attic'}, {'label': 'B', 'text': 'fridge'}, {'label': 'C', 'text': 'desk'}, {'label': 'D', 'text': 'universe'}, {'label': 'E', 'text': 'sun'}]",Where would you not be able to see light?,attic,fridge,desk,universe,sun,0
B,c8012ae18ae6dec2dce5780eec1bec27,"[{'label': 'A', 'text': 'university'}, {'label': 'B', 'text': 'drawer'}, {'label': 'C', 'text': 'fashioned into simple tools'}, {'label': 'D', 'text': 'work'}, {'label': 'E', 'text': 'desktop'}]",Where is a convenient place to store paper clips when not in use?,university,drawer,fashioned into simple tools,work,desktop,1
E,90226a6ecd7308ae1e6220a15ae24bc6,"[{'label': 'A', 'text': 'gym'}, {'label': 'B', 'text': 'istanbul'}, {'label': 'C', 'text': 'fireplace'}, {'label': 'D', 'text': 'bedroom'}, {'label': 'E', 'text': 'houses'}]","The family wanted to live with carpeting, so where did they end up putting it?",gym,istanbul,fireplace,bedroom,houses,4
D,44b4b92e843af970497a1b4a2c9d62d1,"[{'label': 'A', 'text': 'collection'}, {'label': 'B', 'text': 'stone'}, {'label': 'C', 'text': 'museum'}, {'label': 'D', 'text': 'sheath'}, {'label': 'E', 'text': 'salon'}]",What would you do with a sword you are holding if you do not need to use it?,collection,stone,museum,sheath,salon,3
C,f12cfea5fedc5470297a912bdedd8bcb,"[{'label': 'A', 'text': 'university'}, {'label': 'B', 'text': 'vintage emporium'}, {'label': 'C', 'text': 'antique store'}, {'label': 'D', 'text': 'discount store'}, {'label': 'E', 'text': 'house'}]",Where can you find an old coffee table book?,university,vintage emporium,antique store,discount store,house,2
D,25d9bf22ea1670e75373d8f32171b5ed,"[{'label': 'A', 'text': 'will be fatty'}, {'label': 'B', 'text': 'defecating'}, {'label': 'C', 'text': 'becoming full'}, {'label': 'D', 'text': 'reduced'}, {'label': 'E', 'text': 'gaining weight'}]","The lady was eating less sweets and snacks, this did what to her weight?",will be fatty,defecating,becoming full,reduced,gaining weight,3
D,e5e51401968b9fc21788b1f169875834,"[{'label': 'A', 'text': 'bus station'}, {'label': 'B', 'text': 'park'}, {'label': 'C', 'text': 'bus'}, {'label': 'D', 'text': 'train station'}, {'label': 'E', 'text': 'town'}]",Where would you see a stranger that is planning to use a large vehicle made up of multiple sections that are attached to each other?,bus station,park,bus,train station,town,3
D,9511397f25872d19544c13809b6ff077,"[{'label': 'A', 'text': 'deceive'}, {'label': 'B', 'text': 'incompetent'}, {'label': 'C', 'text': 'manipulate'}, {'label': 'D', 'text': 'charming'}, {'label': 'E', 'text': 'exaggerate'}]","To gain her trust the real estate agent was very polite, delightful and all around what?",deceive,incompetent,manipulate,charming,exaggerate,3
C,f047f2488342ad096057cadb085a0778,"[{'label': 'A', 'text': 'safety'}, {'label': 'B', 'text': 'full of people'}, {'label': 'C', 'text': 'secure'}, {'label': 'D', 'text': 'lie'}, {'label': 'E', 'text': 'being safe'}]","The soldiers were on the run and in danger, they entered a building to hold up but first they had to make sure it was what?",safety,full of people,secure,lie,being safe,2
C,1a7f5b3c65364d9be002576660c914fe,"[{'label': 'A', 'text': 'super market'}, {'label': 'B', 'text': 'fruit basket'}, {'label': 'C', 'text': 'grocery cart'}, {'label': 'D', 'text': 'fruit market'}, {'label': 'E', 'text': 'mouth'}]",Where do you put your grapes just before checking out?,super market,fruit basket,grocery cart,fruit market,mouth,2
B,e043f08568c7454185c436b035f6de01,"[{'label': 'A', 'text': 'clutter'}, {'label': 'B', 'text': 'satisfaction'}, {'label': 'C', 'text': 'bankruptcy'}, {'label': 'D', 'text': 'confidence'}, {'label': 'E', 'text': 'getting'}]","She had finally saved enough spending money to buy exactly what her goal was, it gave her great what?",clutter,satisfaction,bankruptcy,confidence,getting,1
E,22c6ecf47f2c21d2d37e82156aa98258,"[{'label': 'A', 'text': 'card room'}, {'label': 'B', 'text': 'kitchen'}, {'label': 'C', 'text': 'hall'}, {'label': 'D', 'text': ""neighbor's house""}, {'label': 'E', 'text': 'livingroom'}]","There were so many guests for Thanksgiving, where did the host put the extra table?",card room,kitchen,hall,neighbor's house,livingroom,4
A,f794e376672c98ac25d8f70506a26e68,"[{'label': 'A', 'text': 'found outside'}, {'label': 'B', 'text': 'cold'}, {'label': 'C', 'text': 'faithful'}, {'label': 'D', 'text': 'four legs'}, {'label': 'E', 'text': 'frightening'}]",Where can you find a dogs house?,found outside,cold,faithful,four legs,frightening,0
C,9b8cd9811a98920365c738d2084eefa5,"[{'label': 'A', 'text': 'desert'}, {'label': 'B', 'text': 'garden'}, {'label': 'C', 'text': 'china'}, {'label': 'D', 'text': 'forrest'}, {'label': 'E', 'text': 'tropics'}]","The lizard lived at the base of the ancient longest wall, what country did it likely live in?",desert,garden,china,forrest,tropics,2
A,9caab008d1833e6f7876dbfc512110d8,"[{'label': 'A', 'text': 'london'}, {'label': 'B', 'text': 'art museum'}, {'label': 'C', 'text': 'new york city'}, {'label': 'D', 'text': 'soho'}, {'label': 'E', 'text': 'on a mural'}]","She left the states and traveled across the pond, her next art gallery was in what city?",london,art museum,new york city,soho,on a mural,0
A,5d687fe9c95436ce84230c996d34382d,"[{'label': 'A', 'text': 'make larger'}, {'label': 'B', 'text': 'grow'}, {'label': 'C', 'text': 'gain weight'}, {'label': 'D', 'text': 'augment'}, {'label': 'E', 'text': 'get bigger'}]","The person tried to reduce his weight with a shrink ray, but he got it backwards and only did what?",make larger,grow,gain weight,augment,get bigger,0
E,52a5558b90ebbd84e31d28fad1efd7d7,"[{'label': 'A', 'text': 'window'}, {'label': 'B', 'text': 'shelf'}, {'label': 'C', 'text': 'dishwasher'}, {'label': 'D', 'text': 'table'}, {'label': 'E', 'text': 'cabinet'}]",If you there is glass in this you could possibly see dishes.,window,shelf,dishwasher,table,cabinet,4
E,daf14950812b8e0031fefb7a4c3b6195,"[{'label': 'A', 'text': 'backyard'}, {'label': 'B', 'text': 'dog show'}, {'label': 'C', 'text': 'own home'}, {'label': 'D', 'text': 'swimming pool'}, {'label': 'E', 'text': 'basket'}]",What can be used to carry a small dog?,backyard,dog show,own home,swimming pool,basket,4
B,6bd170c8d3d99d3c47b3e96427bacaeb,"[{'label': 'A', 'text': 'cool off'}, {'label': 'B', 'text': 'eat ice cream'}, {'label': 'C', 'text': 'fresh cake'}, {'label': 'D', 'text': 'dive'}, {'label': 'E', 'text': 'go for swim'}]",On a hot day what can you do to enjoy something cool and sweet?,cool off,eat ice cream,fresh cake,dive,go for swim,1
E,4931a13dd0dc1e2d2fb87e9aa78f0dad,"[{'label': 'A', 'text': 'body heat'}, {'label': 'B', 'text': 'solar energy'}, {'label': 'C', 'text': 'coal or wood'}, {'label': 'D', 'text': 'car'}, {'label': 'E', 'text': 'bedroom'}]",Where is there a heat source in the house when people are sleeping together?,body heat,solar energy,coal or wood,car,bedroom,4
E,189340c73c63344b49f5c91b8b6ebd9c,"[{'label': 'A', 'text': 'countryside'}, {'label': 'B', 'text': 'fairy tale'}, {'label': 'C', 'text': 'iowa'}, {'label': 'D', 'text': 'advertisement'}, {'label': 'E', 'text': 'nebraska'}]",Cows outnumber people 4 to 1 in what state north of Kansas?,countryside,fairy tale,iowa,advertisement,nebraska,4
A,77b05dbfe46a5c428b18ae25ff222d09,"[{'label': 'A', 'text': 'queue'}, {'label': 'B', 'text': 'hard copy'}, {'label': 'C', 'text': 'use paper'}, {'label': 'D', 'text': 'ink'}, {'label': 'E', 'text': 'noise'}]","James was printing on his printer and the paper got stuck.  Then when it was unjammed, he had to clear what?",queue,hard copy,use paper,ink,noise,0
A,c49ac7674eb18895057e6c197e423ed6,"[{'label': 'A', 'text': 'being ordered'}, {'label': 'B', 'text': 'getting advice'}, {'label': 'C', 'text': 'longer lines'}, {'label': 'D', 'text': 'standing in line'}, {'label': 'E', 'text': 'less confusion'}]",James  didn't like getting in line when he was told to be the teacher.  He wasn't someone who appreciated authority figures.  He didn't like what?,being ordered,getting advice,longer lines,standing in line,less confusion,0
E,3bcd4b0b209629532c51f3819104d1dc,"[{'label': 'A', 'text': 'surface of earth'}, {'label': 'B', 'text': 'state park'}, {'label': 'C', 'text': 'dull read'}, {'label': 'D', 'text': 'countryside'}, {'label': 'E', 'text': 'anthology'}]","There was a show on television about a ranger who loved flowers, but the next day it was about a gardener who also loved flowers.  It was a what?",surface of earth,state park,dull read,countryside,anthology,4
D,5fb53ef6493c635e3091e00f2ca97eca,"[{'label': 'A', 'text': 'evaluating'}, {'label': 'B', 'text': 'responsibility'}, {'label': 'C', 'text': 'prejudice'}, {'label': 'D', 'text': 'verdict'}, {'label': 'E', 'text': 'trophy or ribbon'}]",At the end of official judging what is handed down?,evaluating,responsibility,prejudice,verdict,trophy or ribbon,3
B,6fb014460f0f5ca8161ca8fabbb799c4,"[{'label': 'A', 'text': 'jar'}, {'label': 'B', 'text': 'fast food restaurant'}, {'label': 'C', 'text': 'fridge'}, {'label': 'D', 'text': 'refrigerator'}, {'label': 'E', 'text': 'grocery shops'}]",Where can you find little packets of mustard?,jar,fast food restaurant,fridge,refrigerator,grocery shops,1
E,cce60cf33829a33ae5a9f7ee598db359,"[{'label': 'A', 'text': 'computers'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'filing cabinet'}, {'label': 'D', 'text': 'drawer'}, {'label': 'E', 'text': 'filing cabinet'}]",What office furniture stores paper files?,computers,desk,filing cabinet,drawer,filing cabinet,4
B,e06bf7148e57005da0c39cbb58e7663d,"[{'label': 'A', 'text': 'tear a wrapper'}, {'label': 'B', 'text': 'eat food'}, {'label': 'C', 'text': 'talk to people'}, {'label': 'D', 'text': 'choke'}, {'label': 'E', 'text': 'burp'}]",What always happens when you are having lunch?,tear a wrapper,eat food,talk to people,choke,burp,1
A,8a6545ffdb75bb93bdfa17d982260c80,"[{'label': 'A', 'text': 'south america'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'earth'}, {'label': 'D', 'text': 'temperate zone'}, {'label': 'E', 'text': 'africa'}]","The scientist sought endangered toucans in the forest, where was he looking?",south america,countryside,earth,temperate zone,africa,0
D,8bdbee042825dda81da4e56f553ecb06,"[{'label': 'A', 'text': 'obtain money'}, {'label': 'B', 'text': 'buy things'}, {'label': 'C', 'text': 'go shopping'}, {'label': 'D', 'text': 'make money'}, {'label': 'E', 'text': 'steal money'}]","The investor seemed shady, he kept insisting his client had to spend money to what?",obtain money,buy things,go shopping,make money,steal money,3
D,b310d1da55e99441880544b976a5a04b,"[{'label': 'A', 'text': 'hold water'}, {'label': 'B', 'text': 'break easily'}, {'label': 'C', 'text': 'melted'}, {'label': 'D', 'text': 'shattering'}, {'label': 'E', 'text': 'many different colors'}]",What happens when glass has been hit?,hold water,break easily,melted,shattering,many different colors,3
A,16db05e2eb539834abea0440edf95f42,"[{'label': 'A', 'text': 'every aspect of life'}, {'label': 'B', 'text': 'library'}, {'label': 'C', 'text': 'college class'}, {'label': 'D', 'text': 'university'}, {'label': 'E', 'text': 'class room'}]",When they leave home a student is responsible for what?,every aspect of life,library,college class,university,class room,0
B,34b658631738d67ef1d8862581b69518,"[{'label': 'A', 'text': 'legal paperwork'}, {'label': 'B', 'text': 'lawyer'}, {'label': 'C', 'text': 'conflict'}, {'label': 'D', 'text': 'marriage'}, {'label': 'E', 'text': 'being married'}]","If one wishes to dissolve their marriage by getting a divorce, who should one speak with?",legal paperwork,lawyer,conflict,marriage,being married,1
E,cd3ae30e143181928eb0d3da2d25e0b4,"[{'label': 'A', 'text': 'shoes'}, {'label': 'B', 'text': 'many products'}, {'label': 'C', 'text': 'stockings'}, {'label': 'D', 'text': 'drawer'}, {'label': 'E', 'text': 'rope'}]",Other than women's leggings what is commonly made of nylon?,shoes,many products,stockings,drawer,rope,4
C,5ab318e57442bdaea289a6ceab43de61,"[{'label': 'A', 'text': 'at hotel'}, {'label': 'B', 'text': 'bookstore'}, {'label': 'C', 'text': 'post office'}, {'label': 'D', 'text': 'ticket booth'}, {'label': 'E', 'text': 'shop'}]",Where would you give something other than money to a clerk?,at hotel,bookstore,post office,ticket booth,shop,2
C,4af505b05f7ebf0d26a8e8005b09d1a5,"[{'label': 'A', 'text': 'stare at computer screen'}, {'label': 'B', 'text': 'write code'}, {'label': 'C', 'text': 'get frustrated'}, {'label': 'D', 'text': 'think logically'}, {'label': 'E', 'text': 'compile'}]","The person was having a difficult time understanding the computer program, they were beginning to what?",stare at computer screen,write code,get frustrated,think logically,compile,2
E,07adad243134b8d4d4c382455eafb040,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'mini mart'}, {'label': 'C', 'text': 'retail store'}, {'label': 'D', 'text': 'home'}, {'label': 'E', 'text': 'grocery store'}]",What type of place has stopped giving out plastic shopping bags?,restaurant,mini mart,retail store,home,grocery store,4
C,8605fd2affc796d79073d0f3ef0761c9,"[{'label': 'A', 'text': 'television'}, {'label': 'B', 'text': 'show'}, {'label': 'C', 'text': 'sporting event'}, {'label': 'D', 'text': 'concert hall'}, {'label': 'E', 'text': 'school'}]","The audience cheered when a goal was scored, what were they spectating?",television,show,sporting event,concert hall,school,2
B,f3a9bd7f2ba8762d319cc2f9b772a14a,"[{'label': 'A', 'text': 'outer space'}, {'label': 'B', 'text': 'night sky'}, {'label': 'C', 'text': 'the ground'}, {'label': 'D', 'text': 'orbit'}, {'label': 'E', 'text': 'universe'}]","james loved the stars.  In the wilderness, they lit up what?",outer space,night sky,the ground,orbit,universe,1
D,addb92a8b4f05cb552ac1e68d825024c,"[{'label': 'A', 'text': 'feel pain'}, {'label': 'B', 'text': 'bite'}, {'label': 'C', 'text': 'fly'}, {'label': 'D', 'text': 'drink'}, {'label': 'E', 'text': 'gay'}]",The animals all knew the importants of fluids.  They also knew what was safe to do what?,feel pain,bite,fly,drink,gay,3
B,d0955dbdaf79fb1849f5e1f94a9d7d27,"[{'label': 'A', 'text': 'front yard'}, {'label': 'B', 'text': 'suburbia'}, {'label': 'C', 'text': 'back yard'}, {'label': 'D', 'text': 'golf course'}, {'label': 'E', 'text': 'neighborhood'}]","The man spent big money and time maintaining his lawn, it was part of keeping up with the Joneses where?",front yard,suburbia,back yard,golf course,neighborhood,1
D,baa66296977f65fae10c32bfbf9396a6,"[{'label': 'A', 'text': 'arizona'}, {'label': 'B', 'text': 'big city'}, {'label': 'C', 'text': 'suburbia'}, {'label': 'D', 'text': 'michigan'}, {'label': 'E', 'text': 'heavily developed area'}]","Jill is in a shopping complex in Ann Arbor, where is Jill?",arizona,big city,suburbia,michigan,heavily developed area,3
C,48c6d7741c3ab28d5ba0fd05a8f7ebf3,"[{'label': 'A', 'text': 'front door'}, {'label': 'B', 'text': 'door bell'}, {'label': 'C', 'text': 'apartment complex'}, {'label': 'D', 'text': 'street corner'}, {'label': 'E', 'text': 'post office'}]",Where is the mailbox that the residents use?,front door,door bell,apartment complex,street corner,post office,2
B,8c8052980e357545398d27d1c3c832d8,"[{'label': 'A', 'text': 'stove'}, {'label': 'B', 'text': 'chest of drawers'}, {'label': 'C', 'text': 'grocery store'}, {'label': 'D', 'text': 'bookcase'}, {'label': 'E', 'text': 'hold alcohol'}]",What has a shelf that does not allow you to see what is inside of it?,stove,chest of drawers,grocery store,bookcase,hold alcohol,1
C,bcb09fcd6fadd79356f80d9e0da5b139,"[{'label': 'A', 'text': 'two arms'}, {'label': 'B', 'text': 'ears'}, {'label': 'C', 'text': 'two eyes'}, {'label': 'D', 'text': 'fingers'}, {'label': 'E', 'text': 'two hands'}]",What do most people have that help them to read?,two arms,ears,two eyes,fingers,two hands,2
B,5341e0f6463882349a68c98a9c962ee1,"[{'label': 'A', 'text': 'front pocket'}, {'label': 'B', 'text': 'purse'}, {'label': 'C', 'text': 'back pocket'}, {'label': 'D', 'text': 'shelf'}, {'label': 'E', 'text': 'piano'}]","The woman lost her keys, where should she look?",front pocket,purse,back pocket,shelf,piano,1
A,439e5c11eed63b2a2adc859d2be7d93e,"[{'label': 'A', 'text': ""neighbor's house""}, {'label': 'B', 'text': 'laundry room'}, {'label': 'C', 'text': 'chemistry lab'}, {'label': 'D', 'text': 'gym'}, {'label': 'E', 'text': 'home'}]",Joe's sink was clogged so he had to ask Brenda for permission to wash his dishes.  Where is he washing dishes?,neighbor's house,laundry room,chemistry lab,gym,home,0
C,7c6fcb5327fa26225efac3c10ef1ccab,"[{'label': 'A', 'text': 'full stomach'}, {'label': 'B', 'text': 'fullness'}, {'label': 'C', 'text': 'have energy'}, {'label': 'D', 'text': 'better day'}, {'label': 'E', 'text': 'indulge'}]",Why does someone make sure they are eating breakfast?,full stomach,fullness,have energy,better day,indulge,2
E,056c381082d0d86f90f512d8da51c427,"[{'label': 'A', 'text': 'car'}, {'label': 'B', 'text': 'offices'}, {'label': 'C', 'text': 'book store'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'movie theatre'}]","The air conditioning went out during a film, and the clientele walked out due to discomfort, what were they leaving?",car,offices,book store,house,movie theatre,4
D,c98ab3770446918f21f70573a168c540,"[{'label': 'A', 'text': 'apartment'}, {'label': 'B', 'text': 'at hotel'}, {'label': 'C', 'text': 'condo'}, {'label': 'D', 'text': 'dwelling'}, {'label': 'E', 'text': 'loft'}]",The hermit had a bedroom and kitchen in his what on the hill?,apartment,at hotel,condo,dwelling,loft,3
E,882ca7900dc7be044f3c83438def6bc6,"[{'label': 'A', 'text': 'aforewritten'}, {'label': 'B', 'text': 'oral'}, {'label': 'C', 'text': 'silent'}, {'label': 'D', 'text': 'unwritten'}, {'label': 'E', 'text': 'verbal'}]",He decided to speak up and be what about the written assignment the students found unfair?,aforewritten,oral,silent,unwritten,verbal,4
D,3ae14f8f91237aa5a3ee62b8e9107472,"[{'label': 'A', 'text': 'vacuuming'}, {'label': 'B', 'text': 'broom'}, {'label': 'C', 'text': 'fan'}, {'label': 'D', 'text': 'mop'}, {'label': 'E', 'text': 'energy'}]","If you're wet cleaning a floor while doing housework, what do you need?",vacuuming,broom,fan,mop,energy,3
B,d46b609218bcbb2208af197567b2c2a8,"[{'label': 'A', 'text': 'crummy'}, {'label': 'B', 'text': 'poor workmanship'}, {'label': 'C', 'text': 'medium'}, {'label': 'D', 'text': 'bad taste'}, {'label': 'E', 'text': 'cheap'}]","He expected high quality for the money he spent, but the chair fell apart from what?",crummy,poor workmanship,medium,bad taste,cheap,1
B,e30ae6ab5bce9793f0ed8c32c0627390,"[{'label': 'A', 'text': 'error'}, {'label': 'B', 'text': 'using paper'}, {'label': 'C', 'text': 'drink coffee'}, {'label': 'D', 'text': 'lead'}, {'label': 'E', 'text': 'computer'}]","Printing on printer at home can get costly, between the ink and what?",error,using paper,drink coffee,lead,computer,1
D,58c462a80331315d23e260a63a10cf81,"[{'label': 'A', 'text': 'air'}, {'label': 'B', 'text': 'store'}, {'label': 'C', 'text': 'park'}, {'label': 'D', 'text': 'countryside'}, {'label': 'E', 'text': 'forest'}]",Where is a variety of birds likely to be?,air,store,park,countryside,forest,3
D,6e0ae8e718a477a7ec334400f66c0fc7,"[{'label': 'A', 'text': 'attic'}, {'label': 'B', 'text': 'kitchen'}, {'label': 'C', 'text': 'cupboard'}, {'label': 'D', 'text': 'garage'}, {'label': 'E', 'text': 'sewer'}]",Where is a mouse likely to enter a house?,attic,kitchen,cupboard,garage,sewer,3
B,1d1ac24a21733555e8a8266215a4aa2c,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'office'}, {'label': 'E', 'text': 'cave'}]",Where would you find a passageway that is mainly used by visitors?,building,hotel,house,office,cave,1
D,3a4fcc8a14e3493ee0378aec0dbe6176,"[{'label': 'A', 'text': 'play'}, {'label': 'B', 'text': 'castle'}, {'label': 'C', 'text': 'beehive'}, {'label': 'D', 'text': 'deck of cards'}, {'label': 'E', 'text': 'monarchy'}]","She was really hoping for queen so she could win, what was she involved with?",play,castle,beehive,deck of cards,monarchy,3
E,a87a27e3f227458dfba43699f70c6b30,"[{'label': 'A', 'text': 'common'}, {'label': 'B', 'text': 'happening'}, {'label': 'C', 'text': 'even'}, {'label': 'D', 'text': 'habitual'}, {'label': 'E', 'text': 'expected'}]","A person who found something odd, may have found it odd because it wasn't what?",common,happening,even,habitual,expected,4
E,bb7368d2ab3b39d496f5f3c831b3dee2,"[{'label': 'A', 'text': 'world'}, {'label': 'B', 'text': 'asia'}, {'label': 'C', 'text': 'dirt'}, {'label': 'D', 'text': 'africa'}, {'label': 'E', 'text': 'region'}]","The country has deserts, forests, and plains; You could say it has many a what?",world,asia,dirt,africa,region,4
E,e491a96593d6da606fb25ec588e370f7,"[{'label': 'A', 'text': 'plot world domination'}, {'label': 'B', 'text': 'learn to read'}, {'label': 'C', 'text': 'open up'}, {'label': 'D', 'text': 'choose one'}, {'label': 'E', 'text': 'get comfortable'}]","She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?",plot world domination,learn to read,open up,choose one,get comfortable,4
A,540a54d47f7d00afc03c992c3bab668d,"[{'label': 'A', 'text': 'jewelry store'}, {'label': 'B', 'text': 'chain link fence'}, {'label': 'C', 'text': 'motorbike'}, {'label': 'D', 'text': 'tow truck'}, {'label': 'E', 'text': 'bicycle'}]",Where would you get a chain if you do not have one?,jewelry store,chain link fence,motorbike,tow truck,bicycle,0
E,11866bb284382a23209759c07214ef38,"[{'label': 'A', 'text': 'stuck'}, {'label': 'B', 'text': 'texas'}, {'label': 'C', 'text': 'house'}, {'label': 'D', 'text': 'car'}, {'label': 'E', 'text': 'hard'}]","Her air conditioner was broken she explained, no matter how low she set the dial it always blew what?",stuck,texas,house,car,hard,4
B,7c08fa2e4b29a4772d34999acd8bd1da,"[{'label': 'A', 'text': 'taste'}, {'label': 'B', 'text': 'satisfy hunger'}, {'label': 'C', 'text': 'protein'}, {'label': 'D', 'text': 'good to eat'}, {'label': 'E', 'text': 'cook one'}]",James wanted to eat hamburger.  He wanted to do so in order to do what?,taste,satisfy hunger,protein,good to eat,cook one,1
D,1085a48b18a36780c3ec16e43e85ee0d,"[{'label': 'A', 'text': 'golf bag'}, {'label': 'B', 'text': 'iphone'}, {'label': 'C', 'text': 'baggage'}, {'label': 'D', 'text': 'chemise'}, {'label': 'E', 'text': 'brassiere'}]",What garment popular with the flappers of the 1920's has thin shoulder straps?,golf bag,iphone,baggage,chemise,brassiere,3
C,c1edfd39d1275ddc6c1d6940e7b107a5,"[{'label': 'A', 'text': 'wall'}, {'label': 'B', 'text': 'castle'}, {'label': 'C', 'text': 'every building'}, {'label': 'D', 'text': 'dollhouse'}, {'label': 'E', 'text': 'airport'}]",What sort of structures do you enter through a doorway?,wall,castle,every building,dollhouse,airport,2
B,f30ccf756f489ff1a35c32116a94c624,"[{'label': 'A', 'text': 'great outdoors'}, {'label': 'B', 'text': 'eastern hemisphere'}, {'label': 'C', 'text': 'television program'}, {'label': 'D', 'text': 'open plain'}, {'label': 'E', 'text': 'asia'}]","You're like to find a gazelle in Africa or Asia, both of which are where?",great outdoors,eastern hemisphere,television program,open plain,asia,1
C,c2add4ee63f87acd2f22de06fecffee3,"[{'label': 'A', 'text': 'nothing in paticular'}, {'label': 'B', 'text': 'drink'}, {'label': 'C', 'text': 'wrap up'}, {'label': 'D', 'text': 'do enjoy'}, {'label': 'E', 'text': 'find place to party'}]",What would someone do have fun at a winter party outside?,nothing in paticular,drink,wrap up,do enjoy,find place to party,2
D,2930eff0e6cf124995f63f8ed26731a0,"[{'label': 'A', 'text': 'take bus'}, {'label': 'B', 'text': 'earn money'}, {'label': 'C', 'text': 'make money'}, {'label': 'D', 'text': 'eat'}, {'label': 'E', 'text': 'sleep'}]","His cupboards were barren, so he had to go to work so he could what?",take bus,earn money,make money,eat,sleep,3
B,d8068a0338111170310e240e43cde46e,"[{'label': 'A', 'text': 'feeling guilty'}, {'label': 'B', 'text': 'problems'}, {'label': 'C', 'text': 'being fired'}, {'label': 'D', 'text': 'getting caught'}, {'label': 'E', 'text': 'hurt feelings'}]",What does lying about oneself likely to lead to?,feeling guilty,problems,being fired,getting caught,hurt feelings,1
D,7bc1198664b376f79d584725ad7f874b,"[{'label': 'A', 'text': 'conclusion'}, {'label': 'B', 'text': 'afterword'}, {'label': 'C', 'text': 'last word'}, {'label': 'D', 'text': 'epilogue'}, {'label': 'E', 'text': 'ikea instructions'}]",What is likely to be found in a book that is not a foreword?,conclusion,afterword,last word,epilogue,ikea instructions,3
E,4fea17fed91b3c8528b022fe568e9da8,"[{'label': 'A', 'text': 'having a bigger brain'}, {'label': 'B', 'text': 'understanding'}, {'label': 'C', 'text': 'inspiration'}, {'label': 'D', 'text': 'headaches'}, {'label': 'E', 'text': 'more intelligence'}]",Jan wasn't very good at studying.  What might help him study better?,having a bigger brain,understanding,inspiration,headaches,more intelligence,4
B,c4eaf479a492f3e85f6885c41abd4fc1,"[{'label': 'A', 'text': 'birth'}, {'label': 'B', 'text': 'larger family'}, {'label': 'C', 'text': 'offspring'}, {'label': 'D', 'text': 'problems'}, {'label': 'E', 'text': 'fun'}]","All the siblings just kept reproducing with their husbands and wives, this led to a what?",birth,larger family,offspring,problems,fun,1
C,3df3f5d76acdbed4691d29ca33deeded,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'diner'}, {'label': 'C', 'text': 'canteen'}, {'label': 'D', 'text': 'kitchen'}, {'label': 'E', 'text': 'deli'}]","The hike was just too early for him, rather than water he put a cup of coffee in his what?",office,diner,canteen,kitchen,deli,2
A,bccf236b6a1d9828ccac6178b5571eed,"[{'label': 'A', 'text': 'working'}, {'label': 'B', 'text': 'momentum'}, {'label': 'C', 'text': 'sleeping'}, {'label': 'D', 'text': 'excitement'}, {'label': 'E', 'text': 'stress'}]",What is beginning work likely to lead to a day of?,working,momentum,sleeping,excitement,stress,0
B,7a7431917d93f095c71a9ee81350654a,"[{'label': 'A', 'text': 'tide pool'}, {'label': 'B', 'text': 'atlantic ocean'}, {'label': 'C', 'text': 'michigan'}, {'label': 'D', 'text': 'ocean floor'}, {'label': 'E', 'text': 'nursery'}]","The anemone was being harvested for sale in New York, where was it likely taken from?",tide pool,atlantic ocean,michigan,ocean floor,nursery,1
